order_id,customer_name,restaurant,food_item,order_amount,delivery_time
430,Valerie Wright-Parsons,Taj Mahal,Tandoori Chicken,111.92,28
431,Denise Hall,Burger King,Crispy Veg Burger,391.48,40
432,Jacqueline Connolly,Burger King,Whopper Burger,457.64,11
433,Lisa Berry-Stewart,Biryani House,Mutton Biryani,425.73,45
434,Cheryl Wright,Dragon Wok,Hakka Noodles,100.03,28
435,Dr Leah Naylor,KFC,Zinger Burger,104.83,25
436,Mr Eric Walker,Spice Kitchen,Rogan Josh,78.26,41
437,Victor Kay,Taco Bell,Crunchy Taco,334.38,46
438,Frank Knight,KFC,Chicken Strips,181.07,10
439,Kimberley Webb,Taco Bell,Burrito,158.25,36
440,Dr Luke Pollard,Subway,Veggie Sub,285.57,33
441,Nicola Smith,Pizza Hut,Cheese Pizza,225.7,40
442,Gerald Barry,Dominos,BBQ Chicken Pizza,491.47,26
443,Jason Evans,Dragon Wok,Fried Rice,210.69,14
444,Georgina Hanson-Haynes,Taj Mahal,Tandoori Chicken,379.82,50
445,Richard Pearson,Pizza Hut,Paneer Pizza,110.03,32
446,Mohammed Collins,Mc Donalds,McVeggie,416.08,21
447,Ashleigh Davies,Pasta Corner,Lasagna,491.37,40
448,Hayley Wood-Moss,Noodle Paradise,Lo Mein,415.17,14
449,Keith Shepherd,Dragon Wok,Hakka Noodles,66.64,22
450,Mohamed Dale,Dominos,Margherita Pizza,448.61,30
451,Miss Jill Harrison,Biryani House,Hyderabadi Dum Biryani,495.11,44
452,Ms Hilary Walters,Burger King,Spicy Burger,66.48,51
453,Denise Moore,KFC,Zinger Burger,210.64,59
454,Roger Bradley,Dominos,Veggie Pizza,172.95,33
455,Bruce Norton,Spice Kitchen,Rogan Josh,384.49,34
456,Glenn Walker-Green,Taj Mahal,Tandoori Chicken,273.29,41
457,Phillip Buckley,Taj Mahal,Butter Chicken,410.52,56
458,Paula Herbert,Spice Kitchen,Chana Masala,243.77,21
459,Kerry May,Mc Donalds,McVeggie,194.55,15
460,Lewis Wilson,Taj Mahal,Butter Chicken,187.92,48
461,Ann Hamilton,Dragon Wok,Hakka Noodles,124.99,38
462,Mr Howard Welch,Taj Mahal,Dal Makhani,69.06,32
463,Mr Mohamed Holt,Taco Bell,Quesadilla,173.55,60
464,Mr Joel Patel,Dominos,Pepperoni Pizza,352.03,35
465,Katie Holden,Taj Mahal,Tandoori Chicken,478.76,19
466,Mr Gerald Thomas,Taco Bell,Quesadilla,65.66,14
467,Ms Melissa Morrison,KFC,Zinger Burger,212.97,46
468,Dr Connor Wilkinson,Dominos,Margherita Pizza,355.58,33
469,Marie Cooke-O'Connor,Taj Mahal,Dal Makhani,393.39,46
470,Mitchell Robinson,Subway,Turkey Sub,229.12,51
471,Patrick Marsh,Biryani House,Mutton Biryani,482.23,11
472,Arthur Fletcher,Dragon Wok,Egg Noodles,274.57,34
473,Caroline Roberts,Mc Donalds,Big Mac,167.8,26
474,Hayley Barnett,Dragon Wok,Hakka Noodles,146.56,49
475,Christian Naylor,Biryani House,Hyderabadi Dum Biryani,140.08,18
476,Jayne Barton,Pizza Hut,Chicken Pizza,127.7,55
477,Patricia Miller-Sharpe,Burger King,Whopper Burger,414.73,30
478,Liam Holden,Noodle Paradise,Pad Thai,369.29,45
479,Natalie Warren,Mc Donalds,McVeggie,451.1,20
480,Mrs Lynne Manning,Dragon Wok,Egg Noodles,407.16,42
481,Christian Smith,KFC,Chicken Bucket,493.31,60
482,Joanna Wilson,Subway,Chicken Sub,405.67,11
483,Mrs Gail Goodwin,Taj Mahal,Butter Chicken,260.33,45
484,Diane Thomas,Subway,Veggie Sub,79.59,35
485,Dr Damien Holden,Dragon Wok,Hakka Noodles,286.56,59
486,Dr Francis Richards,Spice Kitchen,Chana Masala,106.4,30
487,Julie Smith,Noodle Paradise,Ramen,252.49,53
488,Mr Henry Singh,Mc Donalds,McVeggie,107.75,59
489,Arthur Davison,Mc Donalds,Quarter Pounder,395.5,18
490,Dr Terence Hodgson,Spice Kitchen,Chana Masala,424.13,43
491,Alice Burton,Subway,Turkey Sub,124.1,30
492,Dr Ryan Griffiths,Dragon Wok,Egg Noodles,205.71,43
493,Joel Wilkinson,Biryani House,Chicken Biryani,162.77,50
494,Douglas Allen,Mc Donalds,McVeggie,106.33,29
495,Steven Harris-Winter,Taco Bell,Crunchy Taco,276.16,20
496,Ms Jemma Fletcher,Taco Bell,Soft Taco,127.04,49
497,Albert Cunningham,Dragon Wok,Schezwan Rice,429.14,46
498,Mrs Marian Dunn,Dominos,Pepperoni Pizza,86.55,51
499,Mr Gordon Wong,Pasta Corner,Fettuccine Alfredo,343.01,59
500,Ellie Cooper,Taco Bell,Quesadilla,328.15,11
501,Miss Julie Evans,Burger King,Spicy Burger,338.86,29
502,Debra Smith,Burger King,Crispy Veg Burger,412.11,53
503,Terry Webb,Spice Kitchen,Paneer Curry,254.09,54
504,Mohammed Browne,Dominos,Margherita Pizza,247.82,40
505,Miss Sian Jarvis,Burger King,Crispy Veg Burger,203.09,19
506,Dr Damien Jones,Taj Mahal,Butter Chicken,380.39,32
507,Mary Collins,Spice Kitchen,Aloo Gobi,392.3,42
508,Dr Jack Harris,Mc Donalds,Big Mac,193.6,39
509,Caroline Young,Pizza Hut,Paneer Pizza,252.32,19
510,Miss Molly Matthews,Pizza Hut,Cheese Pizza,180.6,34
511,Dr Malcolm Sims,Taco Bell,Quesadilla,161.72,20
512,Neil Hussain,Taj Mahal,Butter Chicken,135.43,20
513,Mr Toby Ross,Burger King,Royal Burger,274.44,29
514,Sheila Williams,Burger King,Whopper Burger,90.52,35
515,Dr Lorraine Cook,Mc Donalds,McSpicy,485.01,23
516,Rachael Marshall,Taco Bell,Burrito,71.9,28
517,Miss Patricia Wood,Burger King,Royal Burger,178.59,10
518,Alexandra Foster,Pizza Hut,Chicken Pizza,110.27,26
519,Mr Abdul Harris,Dragon Wok,Schezwan Rice,393.74,33
520,Hannah Mills,Dominos,BBQ Chicken Pizza,73.02,45
521,Natasha Williams-Edwards,KFC,Zinger Burger,298.95,14
522,Beth Williams,Spice Kitchen,Rogan Josh,393.98,27
523,Michael Wood,Taco Bell,Crunchy Taco,107.9,16
524,Dr Valerie Dawson,Spice Kitchen,Paneer Curry,407.7,31
525,Mr Ian Davies,Mc Donalds,McVeggie,389.73,22
526,Miss Molly Roberts,Taco Bell,Quesadilla,275.04,12
527,Jason Watson,Dominos,Margherita Pizza,371.12,40
528,Katy Davies,Mc Donalds,McSpicy,117.02,42
529,Andrew Clarke,Subway,Turkey Sub,469.12,30
530,Josephine Owen,Subway,Italian BMT,495.78,57
531,Mrs Sylvia Dyer,Biryani House,Vegetable Biryani,278.29,42
532,Jeffrey Patel,Mc Donalds,McSpicy,368.93,29
533,Mr Mitchell Khan,Burger King,Whopper Burger,215.76,53
534,Dr Sally Brooks,Pizza Hut,Chicken Pizza,312.67,60
535,Amy Payne,Dragon Wok,Fried Rice,318.61,26
536,Rachael Weston,Noodle Paradise,Lo Mein,374.63,47
537,Darren Smith,Burger King,Crispy Veg Burger,285.9,56
538,Lindsey Williams-Turner,Taco Bell,Quesadilla,116.5,53
539,Rita Bell-Hughes,KFC,Chicken Bucket,307.66,54
540,Mary Davis,Pizza Hut,Super Cheese Pizza,58.52,30
541,Nicholas Sutton,Spice Kitchen,Aloo Gobi,235.83,23
542,Samuel Barker,Spice Kitchen,Rogan Josh,442.77,57
543,Dr Brett Ward,Dragon Wok,Fried Rice,367.6,43
544,Harriet Freeman,KFC,Zinger Burger,499.16,40
545,Tracy Ellis-Bennett,Mc Donalds,McSpicy,191.19,21
546,Nicholas James,Burger King,Spicy Burger,295.82,53
547,Nathan O'Neill,Pasta Corner,Fettuccine Alfredo,324.53,22
548,Diane Smith,KFC,Zinger Burger,301.14,24
549,James Evans,Biryani House,Vegetable Biryani,367.21,54
550,Jeffrey Jones,Dragon Wok,Hakka Noodles,192.67,32
551,Gary Blackburn,Mc Donalds,McVeggie,179.51,46
552,Charlotte Gordon,Noodle Paradise,Chow Mein,453.09,35
553,Shane Carey-Hilton,Taj Mahal,Tandoori Chicken,180.7,28
554,Mr Philip Page,Dragon Wok,Fried Rice,205.86,38
555,Alan Power,Noodle Paradise,Pad Thai,386.3,23
556,Garry Ward,KFC,Zinger Burger,469.86,54
557,Mr Gary Williams,Biryani House,Mutton Biryani,99.15,57
558,Mr Benjamin Joyce,Taco Bell,Soft Taco,159.11,52
559,Jennifer Wade-Hudson,Mc Donalds,Quarter Pounder,337.08,13
560,Debra May,Pizza Hut,Chicken Pizza,198.63,40
561,Patrick Baker,Pizza Hut,Super Cheese Pizza,52.33,45
562,Sandra Woods-Walton,Subway,Italian BMT,343.8,40
563,Aimee Stokes,Burger King,Crispy Veg Burger,390.16,28
564,Jordan Kerr,Taj Mahal,Butter Chicken,340.65,59
565,Naomi Howarth,Pizza Hut,Super Cheese Pizza,290.82,56
566,Chloe Slater,Dominos,Margherita Pizza,238.05,21
567,Josh Haynes-Bennett,Dominos,BBQ Chicken Pizza,404.58,21
568,Lauren Francis,Dragon Wok,Schezwan Rice,444.53,10
569,Gerard Pritchard,Biryani House,Chicken Biryani,467.8,31
570,Jemma Fletcher,Biryani House,Hyderabadi Dum Biryani,495.09,44
571,Stephen Stephenson,Mc Donalds,McSpicy,450.17,18
572,Abdul Harris,Mc Donalds,McSpicy,172.78,17
573,Jodie Smith-Gough,Taj Mahal,Tandoori Chicken,379.0,51
574,Miss Carole Ford,Biryani House,Mutton Biryani,56.34,31
575,Tracy Williams,Pasta Corner,Fettuccine Alfredo,305.5,58
576,Dale Martin,KFC,Chicken Strips,324.93,50
577,Steven Webster,Spice Kitchen,Rogan Josh,281.88,15
578,Sam Hunter-Taylor,Spice Kitchen,Chana Masala,133.15,18
579,Ms Sheila Lewis,Burger King,Spicy Burger,471.12,10
580,Katherine Smith,Biryani House,Hyderabadi Dum Biryani,155.98,58
581,Wendy Power,Biryani House,Vegetable Biryani,185.88,56
582,Sophie Bentley,Taco Bell,Crunchy Taco,167.7,33
583,Dr Catherine Hunt,Dragon Wok,Egg Noodles,77.96,17
584,Maureen McDonald,Burger King,Spicy Burger,121.87,53
585,Charles Barrett-Walsh,Mc Donalds,McVeggie,360.63,50
586,Donald Morley,Biryani House,Vegetable Biryani,326.58,24
587,Rachael Brown-Harding,Subway,Italian BMT,118.93,57
588,Bernard Morgan,Taco Bell,Burrito,237.13,45
589,Eileen Ingram,Burger King,Crispy Veg Burger,392.84,53
590,Jean Hughes,Pasta Corner,Spaghetti Carbonara,286.48,43
591,Dr Gareth Wilkinson,Dragon Wok,Schezwan Rice,85.15,46
592,Mr Robin Macdonald,Pizza Hut,Cheese Pizza,422.95,42
593,Shannon Miller-Owen,KFC,Chicken Strips,124.04,43
594,Mrs Ruth Moore,Burger King,Whopper Burger,356.13,55
595,Miss Deborah Cooper,Taco Bell,Quesadilla,90.92,42
596,Henry White,Burger King,Whopper Burger,254.04,42
597,Maurice Talbot,Spice Kitchen,Rogan Josh,303.76,45
598,Sophie North,Burger King,Spicy Burger,375.48,35
599,Dr Ricky Singh,Biryani House,Chicken Biryani,385.61,47
600,Mr Nigel Foster,Pizza Hut,Cheese Pizza,240.66,54
601,Mrs Gemma Thomas,Pizza Hut,Cheese Pizza,470.56,14
602,Mohammed Roberts-Reynolds,Burger King,Whopper Burger,179.19,21
603,Katy Lawrence,Pasta Corner,Penne Arrabbiata,394.62,56
604,Maureen Begum,Noodle Paradise,Chow Mein,218.51,34
605,Ms Lynn Scott,Burger King,Royal Burger,219.04,53
606,Kieran Wright-O'Sullivan,Noodle Paradise,Lo Mein,344.09,32
607,Vincent Jones,Pizza Hut,Super Cheese Pizza,496.78,35
608,Kieran Jones,Mc Donalds,Quarter Pounder,377.54,24
609,Sheila Fry,Dominos,Pepperoni Pizza,490.32,39
610,Lynne Jackson,Noodle Paradise,Chow Mein,289.37,24
611,Mr Joel Jones,KFC,Chicken Wings,205.77,27
612,Gregory Whitehead,KFC,Chicken Bucket,64.5,52
613,Richard Jackson-Thompson,Spice Kitchen,Chana Masala,158.3,14
614,Dylan Russell,Pizza Hut,Cheese Pizza,250.9,53
615,Ms Bethan Smith,Dragon Wok,Fried Rice,160.13,12
616,Bruce Griffiths,Spice Kitchen,Rogan Josh,155.45,23
617,Beverley Sinclair,Pasta Corner,Spaghetti Carbonara,113.06,28
618,Chelsea Marshall,KFC,Zinger Burger,309.86,59
619,Dr Emma Cole,Noodle Paradise,Pad Thai,156.61,19
620,Stuart Moore,Noodle Paradise,Lo Mein,236.1,27
621,Shane Carey,Dominos,Margherita Pizza,331.7,37
622,Ms Fiona Walker,Mc Donalds,McSpicy,71.1,32
623,Miss Annette Clements,Noodle Paradise,Chow Mein,403.61,30
624,Maurice Graham-Faulkner,Dragon Wok,Hakka Noodles,233.72,29
625,Cameron Lucas,Spice Kitchen,Aloo Gobi,389.49,40
626,Olivia Doherty,KFC,Chicken Strips,185.33,55
627,Leanne Vaughan,Subway,Italian BMT,461.63,45
628,Stuart Marshall-Jones,Spice Kitchen,Rogan Josh,300.78,18
629,Clive Moore,Spice Kitchen,Aloo Gobi,164.75,31
630,Dr Gareth Blake,Noodle Paradise,Ramen,465.0,33
631,Abdul Palmer,Pizza Hut,Super Cheese Pizza,73.19,34
632,Miss Anne Harris,Noodle Paradise,Ramen,443.13,22
633,Hannah Ward-Williams,Pasta Corner,Penne Arrabbiata,265.73,31
634,Marilyn Stevens-Finch,Biryani House,Chicken Biryani,145.31,22
635,Heather Booth-Khan,Dragon Wok,Fried Rice,386.1,58
636,Billy Smith,Burger King,Crispy Veg Burger,363.03,55
637,Hollie Howe,KFC,Chicken Wings,461.81,45
638,Frances Barnes,Taj Mahal,Butter Chicken,221.3,44
639,Chelsea Sheppard,Noodle Paradise,Pad Thai,188.79,33
640,Adam Davies,Mc Donalds,McSpicy,259.7,56
641,Sarah Arnold,Burger King,Spicy Burger,461.45,33
642,Yvonne Riley,Taj Mahal,Dal Makhani,70.57,24
643,Shane Horton,Dragon Wok,Egg Noodles,57.3,45
644,Dr Shaun Hussain,Taco Bell,Quesadilla,182.84,22
645,Tracey Riley,Taj Mahal,Tandoori Chicken,220.93,25
646,Brenda Hicks,Burger King,Spicy Burger,165.8,41
647,Mr Nicholas Fletcher,Dragon Wok,Hakka Noodles,257.37,56
648,Mr Jack Turner,Pasta Corner,Fettuccine Alfredo,126.17,56
649,Dr Lucy Cross,Mc Donalds,McSpicy,132.82,44
650,Dr Jack Bailey,Noodle Paradise,Ramen,285.77,14
651,Josh Dean,Noodle Paradise,Ramen,393.95,36
652,Miss Carole Scott,Subway,Chicken Sub,80.59,19
653,Marcus Hughes,Dominos,Margherita Pizza,277.58,33
654,Tina Jones,Dominos,BBQ Chicken Pizza,346.68,11
655,Victoria Butcher,Dominos,BBQ Chicken Pizza,55.33,43
656,Bernard Brooks-Edwards,Dragon Wok,Schezwan Rice,291.08,28
657,Judith James,Dominos,BBQ Chicken Pizza,412.78,21
658,Tom Reed,Pizza Hut,Cheese Pizza,285.97,25
659,Irene Davis,KFC,Zinger Burger,416.85,27
660,Dr Molly Mills,Pasta Corner,Lasagna,85.56,35
661,Mrs Lucy Robinson,Burger King,Crispy Veg Burger,495.6,24
662,Shaun Hudson,Biryani House,Chicken Biryani,344.18,51
663,Danielle Cooper,Pasta Corner,Spaghetti Carbonara,92.08,34
664,Aaron Watson,Spice Kitchen,Rogan Josh,75.25,10
665,Eileen Wood-Brown,Dragon Wok,Egg Noodles,87.21,37
666,Jeremy Marshall,Noodle Paradise,Pad Thai,304.64,16
667,Charlene Iqbal,Mc Donalds,Big Mac,153.39,54
668,Tracy Stevenson-Kerr,Taco Bell,Quesadilla,171.99,14
669,Dean Marshall-Dawson,Noodle Paradise,Pad Thai,454.69,46
670,Sheila Flynn-Lloyd,Noodle Paradise,Ramen,130.71,30
671,Marilyn Gould,Dominos,Margherita Pizza,314.17,58
672,Leon Patel-Campbell,Dragon Wok,Hakka Noodles,467.99,29
673,Max Roberts,Subway,Chicken Sub,305.01,34
674,Mr Harry Davies,Noodle Paradise,Pad Thai,222.73,57
675,Simon Carey,Subway,Veggie Sub,275.36,32
676,Jay Evans,Dominos,Pepperoni Pizza,246.69,14
677,William Long,Taj Mahal,Dal Makhani,486.01,30
678,Howard Howell,Dominos,Veggie Pizza,402.6,38
679,Keith O'Brien,Burger King,Crispy Veg Burger,210.12,34
680,Dr Kevin Davies,Spice Kitchen,Aloo Gobi,355.86,52
681,Iain Jones-Sutton,Spice Kitchen,Chana Masala,397.48,28
682,Matthew Price,Pasta Corner,Penne Arrabbiata,370.9,15
683,Gavin Murphy,Biryani House,Mutton Biryani,221.0,60
684,Heather Hall,Noodle Paradise,Lo Mein,382.84,30
685,Dr Mark Frost,Taj Mahal,Paneer Tikka,91.18,29
686,Mr Raymond Whitehead,Burger King,Spicy Burger,392.61,16
687,Kirsty Ward,Subway,Veggie Sub,134.33,38
688,Kayleigh Turner,Mc Donalds,McSpicy,96.48,15
689,Marie Higgins,Taj Mahal,Paneer Tikka,318.62,60
690,Ms Mary Miller,Taj Mahal,Dal Makhani,55.55,36
691,Brandon Robson-Patel,Spice Kitchen,Chana Masala,376.18,45
692,Dr Paige Patel,KFC,Chicken Strips,358.39,20
693,Mohamed Gardiner,Subway,Turkey Sub,185.51,41
694,Jill Taylor,Subway,Veggie Sub,125.24,27
695,Louise Turner,Spice Kitchen,Paneer Curry,267.9,14
696,Ms Jade Lee,Taj Mahal,Butter Chicken,474.9,56
697,Mr Kieran Hall,Noodle Paradise,Chow Mein,317.21,22
698,Abdul Douglas-Lamb,Burger King,Whopper Burger,110.97,10
699,Catherine Hall,Spice Kitchen,Paneer Curry,428.73,34
700,Valerie Barrett,Pasta Corner,Fettuccine Alfredo,248.1,37
701,William Higgins-Knowles,Noodle Paradise,Lo Mein,185.2,48
702,John Smith,Dragon Wok,Egg Noodles,265.55,21
703,Carol Wright,Spice Kitchen,Paneer Curry,181.15,54
704,Clifford Davies,Noodle Paradise,Chow Mein,485.49,60
705,Mr Adrian Cox,KFC,Zinger Burger,219.22,60
706,Dr Megan Powell,Spice Kitchen,Paneer Curry,101.25,46
707,Mr Brian Heath,KFC,Chicken Strips,356.77,45
708,Megan Sharp-Chandler,Dominos,BBQ Chicken Pizza,474.34,23
709,Miss Elaine Atkins,Burger King,Spicy Burger,424.08,14
710,Joyce Bishop,Pasta Corner,Lasagna,352.84,18
711,Miss Valerie Long,Noodle Paradise,Pad Thai,158.91,52
712,Nicholas Johnson,Subway,Italian BMT,405.08,14
713,Dr Jessica Page,Burger King,Royal Burger,312.01,44
714,Albert Palmer,Mc Donalds,McSpicy,294.64,60
715,Sam Booth,Taj Mahal,Paneer Tikka,99.22,25
716,Ms Leanne Patel,Noodle Paradise,Pad Thai,124.85,49
717,Dr Trevor Baker,Dominos,BBQ Chicken Pizza,485.07,31
718,Carolyn Connor-Hall,Pasta Corner,Lasagna,97.68,16
719,Heather Ali,Biryani House,Mutton Biryani,279.8,43
720,Ms Georgina Smith,Mc Donalds,Quarter Pounder,250.6,35
721,Maria Willis,Burger King,Crispy Veg Burger,205.24,11
722,Jeffrey Green,Burger King,Whopper Burger,182.94,15
723,Neil Barnett-Patel,Pizza Hut,Super Cheese Pizza,206.75,31
724,Josh Thomas,Burger King,Crispy Veg Burger,284.5,32
725,Barbara Nelson,Burger King,Whopper Burger,247.17,54
726,Albert Moore,Burger King,Spicy Burger,80.23,12
727,Stuart Taylor,Pasta Corner,Spaghetti Carbonara,60.16,31
728,Miss Linda Kelly,Noodle Paradise,Ramen,354.71,20
729,Elizabeth Morris,Dragon Wok,Egg Noodles,282.2,45
730,Dr Adrian Booth,Subway,Turkey Sub,301.93,39
731,Timothy Frost-Smith,KFC,Chicken Wings,333.39,21
732,Miss Janice Hall,Noodle Paradise,Chow Mein,228.01,57
733,Antony Herbert,Taco Bell,Soft Taco,252.31,37
734,Dr Joan Gibson,Spice Kitchen,Chana Masala,367.13,23
735,Damian Carter-Potter,Biryani House,Chicken Biryani,309.81,44
736,Sheila Webster,Subway,Turkey Sub,196.69,39
737,Kim Taylor,Pizza Hut,Paneer Pizza,351.82,41
738,Liam Brown-Fisher,Mc Donalds,McVeggie,318.64,49
739,Gregory Peters,Spice Kitchen,Chana Masala,206.57,39
740,Ann Chapman-Wilson,Taco Bell,Soft Taco,416.18,55
741,Adrian Morley,Pasta Corner,Fettuccine Alfredo,463.41,47
742,Glenn Haynes,Pizza Hut,Super Cheese Pizza,190.93,25
743,Dr Danny Cox,Biryani House,Chicken Biryani,132.37,54
744,Graham Hope,Subway,Italian BMT,238.21,18
745,Ms Diane Atkinson,Taco Bell,Quesadilla,240.37,41
746,Colin Bell,Noodle Paradise,Lo Mein,299.71,41
747,Danny Andrews,Biryani House,Mutton Biryani,134.19,38
748,Andrew Bryant,Taco Bell,Crunchy Taco,439.49,10
749,Hollie Parker,Burger King,Crispy Veg Burger,137.81,34
750,Chelsea Khan,Mc Donalds,McSpicy,234.11,41
751,Connor Townsend,Spice Kitchen,Rogan Josh,269.91,15
752,Rebecca Lloyd,Taco Bell,Crunchy Taco,408.15,24
753,Christian Howard,Biryani House,Chicken Biryani,173.68,44
754,Brett McDonald,Biryani House,Mutton Biryani,401.33,46
755,Hugh Jones,Dragon Wok,Hakka Noodles,297.38,17
756,Brenda Fisher,Taco Bell,Crunchy Taco,170.55,44
757,Julie Hill,Taj Mahal,Paneer Tikka,392.0,38
758,Sara Stewart-Brown,Mc Donalds,Quarter Pounder,495.4,16
759,Dr Craig Dean,Dragon Wok,Egg Noodles,183.97,12
760,Marian Bray,Burger King,Spicy Burger,206.86,15
761,Rosie Hill,Burger King,Whopper Burger,399.03,25
762,Dr Aaron James,KFC,Zinger Burger,437.47,49
763,Joanna Schofield,Noodle Paradise,Chow Mein,124.69,18
764,Lawrence Smith,Pasta Corner,Penne Arrabbiata,416.09,13
765,Nathan Hodgson-Finch,Taco Bell,Burrito,289.53,48
766,Jill Chambers,Mc Donalds,Quarter Pounder,195.64,55
767,Andrew Green,Biryani House,Vegetable Biryani,307.73,42
768,Dr Julia Jones,Noodle Paradise,Ramen,111.02,58
769,Christopher Campbell,Pasta Corner,Lasagna,463.45,27
770,Rachael Brady,Noodle Paradise,Lo Mein,365.64,18
771,Roger Armstrong,KFC,Chicken Strips,370.13,25
772,Mr Arthur Bell,Pasta Corner,Lasagna,270.26,46
773,Bethany Hutchinson,Noodle Paradise,Pad Thai,332.52,34
774,Glen Jones-Parker,Burger King,Whopper Burger,335.13,59
775,Amelia Bennett,Pizza Hut,Chicken Pizza,282.03,27
776,Lawrence Slater,Dragon Wok,Schezwan Rice,254.61,41
777,Sally Brown,Taj Mahal,Paneer Tikka,441.01,56
778,Francesca Connor,Pizza Hut,Chicken Pizza,335.68,54
779,Dr Ian Burns,Taj Mahal,Paneer Tikka,408.06,35
780,Trevor Sullivan,KFC,Chicken Wings,421.18,41
781,Dr Declan Wheeler,Biryani House,Vegetable Biryani,422.75,31
782,Dr Diane Pearson,Mc Donalds,Quarter Pounder,304.76,41
783,Simon Knight-Simpson,Pasta Corner,Fettuccine Alfredo,452.37,58
784,Carol Williams,Dominos,Pepperoni Pizza,94.81,60
785,Mr Ronald Butler,Burger King,Whopper Burger,105.91,20
786,Joel Frost,Burger King,Royal Burger,50.3,37
787,Dr Stephen Thomson,KFC,Chicken Strips,446.97,29
788,Dr Duncan Wilson,Subway,Turkey Sub,92.0,33
789,Roy Williams,Biryani House,Chicken Biryani,217.33,51
790,Iain Benson,Subway,Veggie Sub,228.35,29
791,Rosie Harris,Dragon Wok,Egg Noodles,243.15,15
792,Deborah Reeves,Dragon Wok,Fried Rice,50.49,40
793,Janice Ellis,Pizza Hut,Super Cheese Pizza,317.16,43
794,Martin Cox,Noodle Paradise,Chow Mein,54.18,54
795,Miss Michelle Green,Taj Mahal,Paneer Tikka,494.67,37
796,Melissa Evans-Phillips,Dragon Wok,Egg Noodles,264.97,24
797,Tracey Kay,Spice Kitchen,Chana Masala,378.84,16
798,Ricky Duffy,Pizza Hut,Paneer Pizza,215.4,29
799,Mrs Laura Archer,Subway,Italian BMT,398.06,58
800,Jordan Anderson,Subway,Chicken Sub,80.79,46
801,Sharon Smith,Dominos,Margherita Pizza,248.04,56
802,Richard Hardy,KFC,Chicken Strips,463.95,49
803,Wendy Sanchez,Noodle Paradise,Chow Mein,436.98,15
804,Melissa Jackson,Pizza Hut,Super Cheese Pizza,388.6,47
805,Derrick Thomas,Dragon Wok,Hakka Noodles,208.19,37
806,Donald Evans,Taj Mahal,Tandoori Chicken,161.5,51
807,Heather Raymond,Pizza Hut,Super Cheese Pizza,299.03,48
808,Kathleen Jensen,Dragon Wok,Schezwan Rice,400.54,54
809,Chad Smith,Dominos,Veggie Pizza,142.45,48
810,Ryan James,Mc Donalds,Quarter Pounder,386.53,28
811,Jessica Jordan,Noodle Paradise,Ramen,402.71,60
812,Marilyn Wheeler,KFC,Chicken Wings,223.65,25
813,Larry Dominguez,Burger King,Whopper Burger,287.73,10
814,Christopher Sanders,Taj Mahal,Butter Chicken,109.39,46
815,Nicholas Chen,Spice Kitchen,Paneer Curry,295.86,21
816,Rachael Nguyen,Pasta Corner,Lasagna,479.5,59
817,Richard Diaz,Pizza Hut,Cheese Pizza,314.31,10
818,Christina Osborn,Biryani House,Mutton Biryani,67.92,13
819,Randall Johnson,Pasta Corner,Lasagna,277.97,50
820,Terri Clark,Dragon Wok,Hakka Noodles,240.61,35
821,Sandra Jones,Pizza Hut,Super Cheese Pizza,174.86,29
822,Rebecca Chambers,Pizza Hut,Super Cheese Pizza,488.44,19
823,Eric King,Mc Donalds,McVeggie,225.83,50
824,Jay Bennett,Pasta Corner,Spaghetti Carbonara,189.58,37
825,Kyle Aguilar,Dragon Wok,Egg Noodles,76.06,15
826,Tammy Kane,Spice Kitchen,Chana Masala,254.02,48
827,Andrew Schmitt,Dominos,Veggie Pizza,349.74,52
828,Robin Wheeler,Dragon Wok,Egg Noodles,103.75,55
829,Ashley Wright,Subway,Veggie Sub,123.72,32
830,Carol Salazar,Mc Donalds,McVeggie,125.13,18
831,Maria Lucas,Dragon Wok,Schezwan Rice,379.82,17
832,Erin Hogan,Pasta Corner,Spaghetti Carbonara,200.75,37
833,Brett Walker,Biryani House,Chicken Biryani,168.33,46
834,Kristin Watts,Noodle Paradise,Ramen,273.27,42
835,James Ford,Taj Mahal,Paneer Tikka,274.82,46
836,Melissa Hernandez,Subway,Turkey Sub,120.79,59
837,Mrs. Elizabeth Knapp MD,Pizza Hut,Cheese Pizza,152.78,42
838,Monica Bailey,Dominos,Pepperoni Pizza,436.41,10
839,Richard Boyd,KFC,Chicken Bucket,262.29,34
840,Brent Bowen,Subway,Chicken Sub,469.02,12
841,Austin Williams,Mc Donalds,McSpicy,151.03,25
842,Alison Cooper,Spice Kitchen,Paneer Curry,172.07,14
843,Robert Spears,Taco Bell,Burrito,103.73,53
844,Kelli Arnold,Dominos,Margherita Pizza,150.43,43
845,Jeffery Murray,Dominos,BBQ Chicken Pizza,81.02,39
846,Lori Lopez,Biryani House,Vegetable Biryani,197.29,45
847,Jennifer Mclaughlin,Burger King,Whopper Burger,216.01,28
848,Joanna Jordan,Taco Bell,Burrito,382.81,25
849,Daniel Ramirez,Burger King,Spicy Burger,316.26,41
850,Rebecca Ray,Pasta Corner,Penne Arrabbiata,379.61,44
851,Kimberly Diaz,Pasta Corner,Penne Arrabbiata,117.75,36
852,Brian Lambert,Dominos,Margherita Pizza,293.7,50
853,Vincent Edwards MD,Dragon Wok,Fried Rice,477.95,10
854,Brian Bell,Pasta Corner,Lasagna,432.05,56
